cat-title,cat-title href,image-link href,image src,post-title,meta-item 2,meta-item href,meta-item 3,meta-item href 2,excerpt
Court,https://factly.in/category/court/,https://factly.in/review-delhi-hc-rules-that-no-one-has-an-authority-to-intrude-into-the-lives-of-consenting-adults-who-have-willingly-entered-into-a-marriage/,https://factly.in/wp-content/uploads//2022/11/court-judgements-_Featured-Image-702x336.jpg,Review: Delhi HC Rules That No One Has an Authority to Intrude Into The Lives of Consenting Adults Who Have Willingly Entered Into a Marriage,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 8, 2023",https://factly.in/review-delhi-hc-rules-that-no-one-has-an-authority-to-intrude-into-the-lives-of-consenting-adults-who-have-willingly-entered-into-a-marriage/#respond,"In this edition of Court Judgements, we look at Supreme Court’s judgements on right to…"
Cricket,https://factly.in/category/cricket/,https://factly.in/as-records-get-broken-in-the-2023-odi-cwc-data-indicates-that-victory-margins-bigger-during-the-more-recent-odi-cricket-world-cups/,https://factly.in/wp-content/uploads//2023/11/CWC-featured-image-702x336.jpeg,"As Records get Broken in the 2023 ODI CWC, Data Indicates that Victory Margins Bigger During the more Recent ODI Cricket World Cups",Suresh Deepala,https://factly.in/author/sureshdeepala/,"November 7, 2023",https://factly.in/as-records-get-broken-in-the-2023-odi-cwc-data-indicates-that-victory-margins-bigger-during-the-more-recent-odi-cricket-world-cups/#respond,Data of the past 12 editions of the ODI Cricket World Cups indicates that more…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/03-november-2023-government-data-roundup-reports-by-morth-moefcc-mospi-among-those-released-recently/,https://factly.in/wp-content/uploads//2022/06/road-accidents-data-702x336.jpg,"(06 November 2023) Government Data Roundup: Reports by MoRTH, MoEFCC, MoSPI Among Those Released Recently",Pavithra K M,https://factly.in/author/pavithrakm/,"November 6, 2023",https://factly.in/03-november-2023-government-data-roundup-reports-by-morth-moefcc-mospi-among-those-released-recently/#respond,"In this 41st edition of the Fortnightly Government Data Roundup, we look at some of…"
India,https://factly.in/category/india/,https://factly.in/review-what-are-the-highlights-of-the-india-ai-2023-report/,https://factly.in/wp-content/uploads//2023/11/India-AI_Image-702x336.jpg,Review: What are the Highlights of the ‘India AI 2023’ Report?,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 3, 2023",https://factly.in/review-what-are-the-highlights-of-the-india-ai-2023-report/#respond,The Ministry of Electronics and Information Technology is implementing a ‘National Program on AI.’ The…
Court,https://factly.in/category/court/,https://factly.in/review-allahabad-hc-suggests-that-authorities-should-issue-circulars-from-time-to-time-on-issues-decided-by-courts-to-reduce-burden-on-courts/,https://factly.in/wp-content/uploads//2023/11/Court-Judgements_image-1-702x336.jpg,Review: Allahabad HC Suggests that Authorities Should Issue Circulars from Time to Time on Issues Decided by Courts to Reduce Burden on Courts,Pavithra K M,https://factly.in/author/pavithrakm/,"November 1, 2023",https://factly.in/review-allahabad-hc-suggests-that-authorities-should-issue-circulars-from-time-to-time-on-issues-decided-by-courts-to-reduce-burden-on-courts/#respond,"In this week’s review of Court Judgments, we look at Supreme Court’s ruling that it…"
Stories,https://factly.in/category/stories/,https://factly.in/data-pendency-of-cybercrime-cases-has-increased-in-the-recent-years/,https://factly.in/wp-content/uploads//2021/09/registered-Cyber-crimes_image-702x336.jpg,Data: Pendency of Cybercrime Cases has Increased in the Recent Years,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"October 31, 2023",https://factly.in/data-pendency-of-cybercrime-cases-has-increased-in-the-recent-years/#respond,Data on police & court disposal of cybercrime cases indicates that the pendency of cybercrime…
Climate,https://factly.in/category/climate/,https://factly.in/data-area-of-more-than-30-himalayan-region-glacial-lakes-water-bodies-has-increased-between-2009-2021/,https://factly.in/wp-content/uploads//2023/10/glacial-lake-featured-image-702x336.jpeg,Data: Area of More than 30% Himalayan Region Glacial Lakes & Water Bodies has Increased Between 2009 & 2021,Pavithra K M,https://factly.in/author/pavithrakm/,"October 30, 2023",https://factly.in/data-area-of-more-than-30-himalayan-region-glacial-lakes-water-bodies-has-increased-between-2009-2021/#respond,The Central Water Commission monitors the Glacial Lakes & Water Bodies in the Himalayan Region…
India,https://factly.in/category/india/,https://factly.in/data-more-than-50-of-vigilance-complaints-between-2004-2022-received-in-railways-nct-delhi-mha-banks/,https://factly.in/wp-content/uploads//2023/10/Vigilance-Complaints_Image-702x336.jpg,"Data: More than 50% of Vigilance Complaints Between 2004 & 2022 received in Railways, NCT Delhi, MHA & Banks",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"October 27, 2023",https://factly.in/data-more-than-50-of-vigilance-complaints-between-2004-2022-received-in-railways-nct-delhi-mha-banks/#respond,Data from the CVC reveals that the cumulative total complaints received between 2004 and 2022…
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-any-criticism-or-loss-of-reputation-of-any-product-cannot-be-treated-as-defamatory/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Rules That Any Criticism or Loss of Reputation of Any Product Cannot be Treated as Defamatory,Pavithra K M,https://factly.in/author/pavithrakm/,"October 26, 2023",https://factly.in/review-kerala-hc-rules-that-any-criticism-or-loss-of-reputation-of-any-product-cannot-be-treated-as-defamatory/#respond,"In this week’s review of Court Judgments, we look Supreme Court’s observation that it is…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/23-october-2023-government-data-roundup-reports-by-meity-rbi-mospi-agricultural-statistics-among-those-released-recently/,https://factly.in/wp-content/uploads//2023/10/Government-Data-1-702x336.jpg,"(23 October 2023) Government Data Roundup: Reports by MeitY, RBI, MoSPI, Agricultural Statistics Among Those Released Recently",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"October 23, 2023",https://factly.in/23-october-2023-government-data-roundup-reports-by-meity-rbi-mospi-agricultural-statistics-among-those-released-recently/#respond,"In this 40th edition of fortnightly government data roundup, we look at the India AI…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-while-the-average-number-of-cases-received-by-cvc-reduced-in-the-last-decade-complaints-under-pidpi-resolution/,https://factly.in/wp-content/uploads//2023/10/Central-Vigilance-Commission-702x336.jpg,"Data: While the Average Number of Cases Received by CVC reduced in the last decade, Complaints under PIDPI Resolution Increase",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"October 20, 2023",https://factly.in/data-while-the-average-number-of-cases-received-by-cvc-reduced-in-the-last-decade-complaints-under-pidpi-resolution/#respond,The Central Vigilance Commission is the foremost guardian of integrity and transparency in the Indian…
India,https://factly.in/category/india/,https://factly.in/data-total-wetland-area-increased-by-4-2-between-2006-07-and-2017-18-comprehensive-data-on-type-of-increase-is-not-available/,https://factly.in/wp-content/uploads//2023/10/Wetlands-area-1-702x336.jpg,Data: Total Wetland Area Increased by 4.2% Between 2006-07 and 2017-18. Comprehensive Data on Type of Increase is Not Available,Pavithra K M,https://factly.in/author/pavithrakm/,"October 19, 2023",https://factly.in/data-total-wetland-area-increased-by-4-2-between-2006-07-and-2017-18-comprehensive-data-on-type-of-increase-is-not-available/#respond,"Wetlands generally encompass regions of land that are periodically or consistently inundated by water, or…"
Court,https://factly.in/category/court/,https://factly.in/review-madras-hc-rules-that-hospitals-cannot-refuse-to-perform-transplants-from-non-related-donors/,https://factly.in/wp-content/uploads//2022/11/Review-of-Court-Judgments_Featured-Image-2-702x336.jpg,Review: Madras HC Rules That Hospitals Cannot Refuse to Perform Transplants from Non-Related Donors,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"October 18, 2023",https://factly.in/review-madras-hc-rules-that-hospitals-cannot-refuse-to-perform-transplants-from-non-related-donors/#respond,"In this week’s review of Court Judgments, we look at Bombay High Court’s judgment of…"
Indian Industry,https://factly.in/category/indian-industry/,https://factly.in/data-global-crude-steel-production-increased-10-fold-compared-to-1950-with-china-producing-more-than-50/,https://factly.in/wp-content/uploads//2023/10/steel-featured-image-702x336.png,"Data: Global Crude Steel Production Increased 10-fold Compared to 1950, with China Producing More Than 50%",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"October 17, 2023",https://factly.in/data-global-crude-steel-production-increased-10-fold-compared-to-1950-with-china-producing-more-than-50/#respond,"The steel sector operates on a worldwide scale, with significant global trade in raw materials…"
India,https://factly.in/category/india/,https://factly.in/data-most-cybercrimes-reported-from-karnataka-under-it-act-are-related-to-identity-theft-and-impersonation/,https://factly.in/wp-content/uploads//2023/10/identity-theft-featured-image-1-702x336.jpg,"Data: Most Cybercrimes Reported from Karnataka Under IT Act, Are Related to Identity Theft and Impersonation",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"October 16, 2023",https://factly.in/data-most-cybercrimes-reported-from-karnataka-under-it-act-are-related-to-identity-theft-and-impersonation/#respond,NCRB’s CII reports indicate that most reported cybercrimes under the IT act between 2002 &…
Population,https://factly.in/category/population/,https://factly.in/data-india-ageing-report-2023-highlights-challenges-of-demographic-shift/,https://factly.in/wp-content/uploads//2020/09/NSS-report_Featured-Image-702x336.jpg,Data: ‘India Ageing Report 2023’ Highlights Challenges of Demographic Shift,Pavithra K M,https://factly.in/author/pavithrakm/,"October 13, 2023",https://factly.in/data-india-ageing-report-2023-highlights-challenges-of-demographic-shift/#respond,"To understand the phenomenon of ageing in India, the UNFPA India, in collaboration IIPS recently…"
India,https://factly.in/category/india/,https://factly.in/data-tracking-the-trend-on-household-savings/,https://factly.in/wp-content/uploads//2021/03/Central-Government-Debt_Image-702x336.jpg,Data: Tracking the Trend on Household Savings,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"October 12, 2023",https://factly.in/data-tracking-the-trend-on-household-savings/#respond,Household savings are an important measure that indicate multiple different things about the economy. The…
Court,https://factly.in/category/court/,https://factly.in/review-karnataka-hc-rules-that-attesting-witness-to-sale-deed-cant-be-held-criminally-liable-for-cheating-in-absence-of-any-allegations/,https://factly.in/wp-content/uploads//2023/03/Court-Judgements_-Image-702x336.jpg,Review: Karnataka HC Rules That Attesting Witness to Sale Deed Can’t be Held Criminally Liable for Cheating in Absence of any Allegations,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"October 11, 2023",https://factly.in/review-karnataka-hc-rules-that-attesting-witness-to-sale-deed-cant-be-held-criminally-liable-for-cheating-in-absence-of-any-allegations/#respond,"In this week’s review of Court Judgments, we look at Supreme Court’s observation that Insurance…"
India,https://factly.in/category/india/,https://factly.in/data-only-about-half-the-males-in-rural-areas-are-now-employed-in-primary-sector-compared-to-more-than-75-twenty-five-years-ago/,https://factly.in/wp-content/uploads//2020/06/Agriculture-Ordinances_Featured-Image-702x336.jpg,Data: Only About Half the Males in Rural Areas are Now Employed in Primary Sector Compared to More Than 75% Twenty-Five Years Ago,Pavithra K M,https://factly.in/author/pavithrakm/,"October 10, 2023",https://factly.in/data-only-about-half-the-males-in-rural-areas-are-now-employed-in-primary-sector-compared-to-more-than-75-twenty-five-years-ago/#respond,RBI’s Handbook of Statistics on Indian Economy provided compiled data on employment situation from various…
