Title,Link,Image,Author,Date,Description,Fake News
"Reporting from Gaza tunnels: Viral video is from 2021; claim by Organiser, TV9 journalist & others misleading",https://www.altnews.in/israel-palestine-hamas-conflict-old-video-of-rt-arabic-shared-as-recent/,https://www.altnews.in/wp-content/uploads/2023/11/kaul-300x157.jpg,Abhishek Kumar,2nd November 2023,"Reporting from Gaza tunnels: Viral video is from 2021; claim by Organiser, TV9 journalist & others misleading",FALSE
Photos of 2016 Syria bombing survivor falsely shared to question Palestine?s claims of death & destruction,https://www.altnews.in/photos-of-2016-syria-bombing-survivor-falsely-shared-to-question-palestines-claims-of-death-destruction/,https://www.altnews.in/wp-content/uploads/2023/10/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-5-1-300x157.jpg,Abira Das,29th October 2023,Photos of 2016 Syria bombing survivor falsely shared to question Palestine?s claims of death & destruction,FALSE
Rahul Gandhi?s pic with Amitabh Dubey & latter?s wife Amulya Gopalakrishnan viral with misleading claims,https://www.altnews.in/rahul-gandhis-pic-with-amitabh-dubey-latters-wife-amulya-gopalakrishnan-viral-with-misleading-claims/,https://www.altnews.in/wp-content/uploads/2023/10/Copy-of-FI-Kit-59-300x157.jpg,Shreyatama Datta,28th October 2023,Rahul Gandhi?s pic with Amitabh Dubey & latter?s wife Amulya Gopalakrishnan viral with misleading claims,TRUE
Halloween photo used earlier as meme shared to mock Gaza?s death-toll claims,https://www.altnews.in/halloween-photo-used-earlier-as-meme-shared-to-mock-gazas-death-toll-claims/,https://www.altnews.in/wp-content/uploads/2023/10/FI-Template-9-300x157.jpg,Oishani Bhattacharya,27th October 2023,Halloween photo used earlier as meme shared to mock Gaza?s death-toll claims,FALSE
"Priest assaulted with cricket bat: No communal angle, all 4 arrested are Hindus",https://www.altnews.in/old-video-of-fatehpur-hariyana-of-a-priest-beaten-up-shared-with-false-communal-angle/,https://www.altnews.in/wp-content/uploads/2023/03/bat-300x157.jpg,Abhishek Kumar,23rd October 2023,"Priest assaulted with cricket bat: No communal angle, all 4 arrested are Hindus",FALSE
"2018 Mexico video falsely viral as Hamas killing pregnant woman, unborn child",https://www.altnews.in/2018-mexico-video-falsely-viral-as-hamas-killing-pregnant-woman-unborn-child/,https://www.altnews.in/wp-content/uploads/2023/10/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-2-2-300x157.jpg,Abira Das,21st October 2023,"2018 Mexico video falsely viral as Hamas killing pregnant woman, unborn child",FALSE
2021 video of Israel?s UN envoy tearing human rights report viral again,https://www.altnews.in/7-yr-old-video-of-israels-un-envoy-tearing-human-rights-report-viral-again/,https://www.altnews.in/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-19-at-16.54.49-300x157.jpeg,Shinjinee Majumder,19th October 2023,2021 video of Israel?s UN envoy tearing human rights report viral again,FALSE
"No, Digvijaya Singh has not quit Congress; fake resignation letter viral",https://www.altnews.in/no-digvijaya-singh-has-not-quit-congress-fake-resignation-letter-viral/,https://www.altnews.in/wp-content/uploads/2023/10/FORGED-RESIGNATION-LETTER-OF-CONGRESS-LEADER-VIRAL-WITH-FALSE-CLAIMS-1-1-300x157.jpg,Abira Das,19th October 2023,"No, Digvijaya Singh has not quit Congress; fake resignation letter viral",FALSE
Old video of Jyotiraditya Scindia?s election rally faux pas viral again,https://www.altnews.in/old-video-of-jyotiraditya-scindias-election-rally-faux-pas-viral-again/,https://www.altnews.in/wp-content/uploads/2023/10/FI-Template-4-300x157.jpg,Oishani Bhattacharya,17th October 2023,Old video of Jyotiraditya Scindia?s election rally faux pas viral again,FALSE
"Justin Bieber uses Gaza photo in ?pray for Israel? story on Instagram, deletes it",https://www.altnews.in/justin-bieber-used-an-old-picture-of-gaza-while-praying-for-israel-deletes-later/,https://www.altnews.in/wp-content/uploads/2023/10/bieber-300x157.jpg,Abhishek Kumar,16th October 2023,"Justin Bieber uses Gaza photo in ?pray for Israel? story on Instagram, deletes it",FALSE
RSS mouthpiece Organiser shares 2022 Sweden video falsely linking it to Israel-Hamas war,https://www.altnews.in/rss-mouthpiece-organiser-shares-2022-sweden-video-falsely-linking-it-to-israel-hamas-war/,https://www.altnews.in/wp-content/uploads/2023/10/Copy-of-FI-Kit-55-300x157.jpg,Shreyatama Datta,14th October 2023,RSS mouthpiece Organiser shares 2022 Sweden video falsely linking it to Israel-Hamas war,FALSE
Ad film shooting clip viral as visuals of violence from Israel-Palestine conflict,https://www.altnews.in/ad-film-shooting-clip-viral-as-visuals-of-violence-from-israel-palestine-conflict/,https://www.altnews.in/wp-content/uploads/2023/10/FI-Template-300x157.jpg,Oishani Bhattacharya,12th October 2023,Ad film shooting clip viral as visuals of violence from Israel-Palestine conflict,TRUE
Rajasthan compensation to Kanhaiya Lal & Iqbal: ?Discrimination? claim false,https://www.altnews.in/fact-check-false-claim-kanhaiyalal-family-didnt-get-compensation-of-50-lakh-but-iqbal/,https://www.altnews.in/wp-content/uploads/2023/10/cheque-300x157.jpg,Abhishek Kumar,11th October 2023,Rajasthan compensation to Kanhaiya Lal & Iqbal: ?Discrimination? claim false,TRUE
Ambassador fact-checks edu-fair ad which shows German palace as Indian boarding school,https://www.altnews.in/ambassador-fact-checks-edu-fair-ad-which-shows-german-palace-as-indian-boarding-school/,https://www.altnews.in/wp-content/uploads/2023/10/Untitled-design-25-300x157.jpg,Abira Das,6th October 2023,Ambassador fact-checks edu-fair ad which shows German palace as Indian boarding school,TRUE
Woman dancing to ?Guide? song in viral video is not Waheeda Rehman,https://www.altnews.in/woman-dancing-to-guide-song-in-viral-video-is-not-waheeda-rehman/,https://www.altnews.in/wp-content/uploads/2023/10/Copy-of-FI-Kit-52-300x157.jpg,Shreyatama Datta,6th October 2023,Woman dancing to ?Guide? song in viral video is not Waheeda Rehman,TRUE
"Prayagraj lawyers took out UP CM Yogi?s funeral march in protest against Hapur lathi-charge? No, viral video is from 2019",https://www.altnews.in/prayagraj-lawyers-took-out-up-cm-yogis-funeral-march-in-protest-against-hapur-lathi-charge-no-viral-video-is-from-2019/,https://www.altnews.in/wp-content/uploads/2023/09/Untitled-design-24-300x157.jpg,Abira Das,5th October 2023,"Prayagraj lawyers took out UP CM Yogi?s funeral march in protest against Hapur lathi-charge? No, viral video is from 2019",FALSE
Diamond rush in Surat? False claims viral linking it to ?prevailing economic conditions?,https://www.altnews.in/video-of-people-collecting-diamonds-from-road-shared-with-false-claims-that-it-worths-crores/,https://www.altnews.in/wp-content/uploads/2023/09/diamond-300x169.jpg,Kinjal,28th September 2023,Diamond rush in Surat? False claims viral linking it to ?prevailing economic conditions?,FALSE
"No, the cobbler & the potter seen in pics with PM Modi are not the same person",https://www.altnews.in/no-the-cobbler-the-potter-seen-in-pics-with-pm-modi-are-not-the-same-person/,https://www.altnews.in/wp-content/uploads/2023/09/Untitled-design-21-300x157.jpg,Abira Das,25th September 2023,"No, the cobbler & the potter seen in pics with PM Modi are not the same person",TRUE
"No, Canada has not banned RSS amid diplomatic row; misleading video viral",https://www.altnews.in/no-canada-has-not-banned-rss-amid-diplomatic-row-misleading-video-viral/,https://www.altnews.in/wp-content/uploads/2023/09/Copy-of-FI-Kit-51-300x157.jpg,Shreyatama Datta,23rd September 2023,"No, Canada has not banned RSS amid diplomatic row; misleading video viral",TRUE
Old video from Odisha falsely shared as BJP MLA thrashed in MP ahead of polls,https://www.altnews.in/old-video-from-odisha-falsely-shared-as-bjp-mla-thrashed-in-mp-ahead-of-polls/,https://www.altnews.in/wp-content/uploads/2023/09/Untitled-design-20-300x157.jpg,Abira Das,19th September 2023,Old video from Odisha falsely shared as BJP MLA thrashed in MP ahead of polls,TRUE
"No, KBC did not have question on Ujjain Mahakal Corridor; viral video is doctored",https://www.altnews.in/fact-check-ujjain-mahakal-lok-question-of-7-5-crore-viral-video-is-edited/,https://www.altnews.in/wp-content/uploads/2023/09/kbc-300x157.jpg,Abhishek Kumar,15th September 2023,"No, KBC did not have question on Ujjain Mahakal Corridor; viral video is doctored",TRUE
Delhi Police fact-checks false claims on Shia Muslim?s rally ahead of G20 meet,https://www.altnews.in/delhi-police-fact-checks-false-claims-on-shia-muslims-rally-ahead-of-g20-meet/,https://www.altnews.in/wp-content/uploads/2023/09/delhi-300x169.jpg,Shinjinee Majumder,10th September 2023,Delhi Police fact-checks false claims on Shia Muslim?s rally ahead of G20 meet,TRUE
Malaysian professional saree draper?s video viral in India with communal spin,https://www.altnews.in/malaysian-professional-saree-drapers-video-viral-in-india-with-communal-spin/,https://www.altnews.in/wp-content/uploads/2023/09/10-300x157.jpg,Shreyatama Datta,8th September 2023,Malaysian professional saree draper?s video viral in India with communal spin,FALSE
"Gavaskar on NDTV slammed BCCI for ?politicizing cricket?? No, fake quote viral",https://www.altnews.in/gavaskar-on-ndtv-slammed-bcci-for-politicizing-cricket-no-fake-quote-viral/,https://www.altnews.in/wp-content/uploads/2023/09/Copy-of-FI-Kit-39-300x157.jpg,Indradeep Bhattacharyya,4th September 2023,"Gavaskar on NDTV slammed BCCI for ?politicizing cricket?? No, fake quote viral",FALSE
"No, ISRO chief S Somanath did not visit RSS office in Bengaluru after Chandrayaan landing",https://www.altnews.in/no-isro-chief-s-somanath-did-not-visit-rss-office-in-bengaluru-after-chandrayaan-landing/,https://www.altnews.in/wp-content/uploads/2023/09/RSS-300x169.jpg,Oishani Bhattacharya,1st September 2023,"No, ISRO chief S Somanath did not visit RSS office in Bengaluru after Chandrayaan landing",TRUE
"?NASA footage?, ?Ashoka Stambh on lunar surface?: Fake visuals related to Chandrayaan 3 flood social media",https://www.altnews.in/nasa-footage-ashoka-stambh-on-lunar-surface-fake-visuals-related-to-chandrayaan-3-flood-social-media/,https://www.altnews.in/wp-content/uploads/2023/08/nasa-300x169.jpg,Oishani Bhattacharya,28th August 2023,"?NASA footage?, ?Ashoka Stambh on lunar surface?: Fake visuals related to Chandrayaan 3 flood social media",TRUE
"Is AIIMS Darbhanga operational? No, PM Modi?s recent claim false; even land has not been finalized for the facility",https://www.altnews.in/pm-modi-claim-that-darbhanga-aiims-being-opened-is-false/,https://www.altnews.in/wp-content/uploads/2023/08/darbhanga-300x157.jpg,Abhishek Kumar,25th August 2023,"Is AIIMS Darbhanga operational? No, PM Modi?s recent claim false; even land has not been finalized for the facility",FALSE
Iranian nomadic family?s video viral as infiltration in Manipur from Myanmar,https://www.altnews.in/old-video-from-iran-shared-with-false-claim-that-people-illegally-entering-india-from-myanmar/,https://www.altnews.in/wp-content/uploads/2023/08/iran-300x169.jpg,Kinjal,19th August 2023,Iranian nomadic family?s video viral as infiltration in Manipur from Myanmar,FALSE
"Amit shah did not ignore CJI Chandrachud?s greetings, screengrab from I Day function viral with false claim",https://www.altnews.in/amit-shah-didnt-ignore-cji-dy-chandrachud-during-the-independence-day-celebrations-at-red-fort/,https://www.altnews.in/wp-content/uploads/2023/08/shah-CJI-300x157.jpg,Abhishek Kumar,18th August 2023,"Amit shah did not ignore CJI Chandrachud?s greetings, screengrab from I Day function viral with false claim",FALSE
Police putting two women in a vehicle: Old video falsely linked to Nuh clashes,https://www.altnews.in/old-video-shared-with-false-claim-that-it-is-from-nuh-hariyana/,https://www.altnews.in/wp-content/uploads/2023/08/police-300x157.jpg,Abhishek Kumar,14th August 2023,Police putting two women in a vehicle: Old video falsely linked to Nuh clashes,TRUE
"?Hanuman didn?t burn down Lanka?: Rahul?s words taken out of context, clipped video shared by BJP leaders",https://www.altnews.in/bjp-leaders-share-clipped-version-of-rahul-gandhis-speech-in-parliament-hanuman-lanka-ravan/,https://www.altnews.in/wp-content/uploads/2023/08/RAVANA-300x157.jpg,Abhishek Kumar,14th August 2023,"?Hanuman didn?t burn down Lanka?: Rahul?s words taken out of context, clipped video shared by BJP leaders",TRUE
Video of spl pilgrimage train between Hyderabad & Karnataka viral with communal spin,https://www.altnews.in/video-of-spl-pilgrimage-train-between-hyderabad-karnataka-viral-with-communal-spin/,https://www.altnews.in/wp-content/uploads/2023/08/Copy-of-FI-Kit-1200-%C3%97-628-px-28-300x157.jpg,Shreyatama Datta,9th August 2023,Video of spl pilgrimage train between Hyderabad & Karnataka viral with communal spin,FALSE
"Accident involving EVs caused massive explosion? No, viral video shows truck carrying gas cylinders hitting a bus",https://www.altnews.in/accident-involving-evs-caused-massive-explosion-no-viral-video-shows-truck-carrying-gas-cylinders-hitting-a-bus/,https://www.altnews.in/wp-content/uploads/2023/08/Copy-of-FI-Kit-1200-%C3%97-628-px-27-300x157.jpg,Kajol Nanavati,4th August 2023,"Accident involving EVs caused massive explosion? No, viral video shows truck carrying gas cylinders hitting a bus",TRUE
"Viral video: Assault on Greater Noida BJP leader result of local land dispute, not linked to Manipur situation",https://www.altnews.in/viral-video-assault-on-greater-noida-bjp-leader-result-of-local-land-dispute-not-linked-to-manipur-situation/,https://www.altnews.in/wp-content/uploads/2023/08/Copy-of-FI-Kit-1200-%C3%97-628-px-22-300x157.jpg,Prantik Ali,2nd August 2023,"Viral video: Assault on Greater Noida BJP leader result of local land dispute, not linked to Manipur situation",FALSE
Myamnar military exercise video viral as Kukis bombing Meitei areas in Manipur,https://www.altnews.in/myamnar-military-exercise-video-viral-as-kukis-bombing-meitei-areas-in-manipur/,https://www.altnews.in/wp-content/uploads/2023/07/Copy-of-FI-Kit-1200-%C3%97-628-px-19-300x157.jpg,Prantik Ali,29th July 2023,Myamnar military exercise video viral as Kukis bombing Meitei areas in Manipur,TRUE
Viral clip from Manipur does not mention massacre of Meiteis; video shared with wrong subtitles,https://www.altnews.in/video-of-protest-of-kuki-youth-shared-with-false-claim-of-genocide-call-for-meiteis/,https://www.altnews.in/wp-content/uploads/2023/07/subtitle-300x157.jpg,Abhishek Kumar,27th July 2023,Viral clip from Manipur does not mention massacre of Meiteis; video shared with wrong subtitles,TRUE
7-yr-old video of political clash in Kerala falsely shared as Muslims throwing stones at Hindu houses,https://www.altnews.in/7-yr-old-video-of-political-clash-in-kerala-falsely-shared-as-muslims-throwing-stones-at-hindu-houses/,https://www.altnews.in/wp-content/uploads/2023/07/kerala-300x169.jpg,Oishani Bhattacharya,24th July 2023,7-yr-old video of political clash in Kerala falsely shared as Muslims throwing stones at Hindu houses,FALSE
BJP?s missed call campaign number falsely shared with appeal to Hindus for supporting UCC,https://www.altnews.in/bjps-missed-call-campain-number-shared-with-appeal-hindu-to-vote-for-ucc/,https://www.altnews.in/wp-content/uploads/2023/07/ucc-300x157.jpg,Abhishek Kumar,21st July 2023,BJP?s missed call campaign number falsely shared with appeal to Hindus for supporting UCC,FALSE
Viral videos of ?Christian priest? dancing: Man seen in the clips is a Brazilian actor dressed up as a pastor,https://www.altnews.in/viral-videos-of-christian-priest-dancing-man-seen-in-the-clips-is-a-brazilian-actor-dressed-up-as-a-pastor/,https://www.altnews.in/wp-content/uploads/2023/07/Copy-of-FI-Kit-1200-%C3%97-628-px-16-1-300x157.jpg,Prantik Ali,19th July 2023,Viral videos of ?Christian priest? dancing: Man seen in the clips is a Brazilian actor dressed up as a pastor,TRUE
